timestamp,day_of_week,is_weekend,season,weather_temp,is_raining,rain_intensity,location_status,event_type,heating_temp,tv_status,dog_walk,grocery_trip,dance_class,family_movie_night,confidence_score
2025-01-16 06:51,Thursday,0,Winter,0.5,True,0.9,Home,WakeUp,21,Off,False,False,False,False,0.91
2025-01-16 08:25,Thursday,0,Winter,3.2,True,0.9,Away,LeaveHome,21,Off,False,False,False,False,0.98
2025-01-16 17:32,Thursday,0,Winter,2.0,True,0.9,Home,ReturnHome,21,Off,False,False,False,False,0.95
2025-01-17 07:13,Friday,0,Winter,2.5,False,0.0,Home,WakeUp,22,Off,False,False,False,False,0.92
2025-01-17 08:30,Friday,0,Winter,1.9,False,0.0,Away,LeaveHome,22,Off,False,False,False,False,0.94
2025-01-17 16:58,Friday,0,Winter,3.7,False,0.0,Home,ReturnHome,22,Off,False,False,False,False,0.98
2025-01-17 20:45,Friday,0,Winter,3.7,False,0.0,Home,TVOn,22,On,False,False,False,True,0.99
2025-01-17 22:46,Friday,0,Winter,0.6,False,0.0,Home,TVOff,22,Off,False,False,False,True,0.92
2025-01-18 10:39,Saturday,1,Winter,7.9,False,0.0,Away,DogWalk,23,Off,True,False,False,False,0.97
2025-01-18 11:08,Saturday,1,Winter,1.3,False,0.0,Home,WakeUp,23,Off,False,False,False,False,0.98
2025-01-18 18:15,Saturday,1,Winter,2.4,False,0.0,Away,DogWalk,23,Off,True,False,False,False,0.96
2025-01-19 07:04,Sunday,1,Winter,4.8,True,0.3,Home,WakeUp,21,Off,False,False,False,False,0.96
2025-01-19 08:10,Sunday,1,Winter,6.8,True,0.3,Away,DanceClass,21,Off,False,False,True,False,0.95
2025-01-19 10:13,Sunday,1,Winter,0.7,True,0.3,Away,DogWalk,21,Off,True,False,False,False,0.94
2025-01-19 16:02,Sunday,1,Winter,6.2,True,0.3,Away,GroceryShopping,21,Off,False,True,False,False,0.96
2025-01-19 18:08,Sunday,1,Winter,4.4,True,0.3,Away,DogWalk,21,Off,True,False,False,False,0.94
2025-01-20 07:22,Monday,0,Winter,3.0,False,0.0,Home,WakeUp,22,Off,False,False,False,False,0.95
2025-01-20 08:37,Monday,0,Winter,1.0,False,0.0,Away,LeaveHome,22,Off,False,False,False,False,0.93
2025-01-20 16:25,Monday,0,Winter,7.2,False,0.0,Home,ReturnHome,22,Off,False,False,False,False,0.92
2025-01-21 07:25,Tuesday,0,Winter,7.4,True,0.9,Home,WakeUp,22,Off,False,False,False,False,0.92
2025-01-21 08:20,Tuesday,0,Winter,7.8,True,0.9,Away,LeaveHome,22,Off,False,False,False,False,0.97
2025-01-21 17:12,Tuesday,0,Winter,0.2,True,0.9,Home,ReturnHome,22,Off,False,False,False,False,0.97
2025-01-22 06:57,Wednesday,0,Winter,1.3,False,0.0,Home,WakeUp,23,Off,False,False,False,False,0.96
2025-01-22 08:34,Wednesday,0,Winter,7.0,False,0.0,Away,LeaveHome,23,Off,False,False,False,False,0.98
2025-01-22 16:48,Wednesday,0,Winter,1.6,False,0.0,Home,ReturnHome,23,Off,False,False,False,False,0.98
2025-01-23 07:05,Thursday,0,Winter,2.6,True,0.9,Home,WakeUp,22,Off,False,False,False,False,0.98
2025-01-23 08:27,Thursday,0,Winter,2.8,True,0.9,Away,LeaveHome,22,Off,False,False,False,False,0.95
2025-01-23 17:28,Thursday,0,Winter,2.6,True,0.9,Home,ReturnHome,22,Off,False,False,False,False,0.9
2025-01-24 06:46,Friday,0,Winter,4.8,True,0.6,Home,WakeUp,22,Off,False,False,False,False,0.93
2025-01-24 08:30,Friday,0,Winter,3.5,True,0.6,Away,LeaveHome,22,Off,False,False,False,False,0.99
2025-01-24 16:34,Friday,0,Winter,3.1,True,0.6,Home,ReturnHome,22,Off,False,False,False,False,0.95
2025-01-24 21:07,Friday,0,Winter,3.5,True,0.6,Home,TVOn,22,On,False,False,False,True,0.95
2025-01-24 23:14,Friday,0,Winter,5.5,True,0.6,Home,TVOff,22,Off,False,False,False,True,0.98
2025-01-25 10:07,Saturday,1,Winter,5.8,True,0.3,Away,DogWalk,21,Off,True,False,False,False,0.93
2025-01-25 12:12,Saturday,1,Winter,7.4,True,0.3,Home,WakeUp,21,Off,False,False,False,False,0.96
2025-01-25 18:06,Saturday,1,Winter,2.6,True,0.3,Away,DogWalk,21,Off,True,False,False,False,0.96
2025-01-26 07:29,Sunday,1,Winter,1.4,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.95
2025-01-26 07:50,Sunday,1,Winter,2.4,False,0.0,Away,DanceClass,21,Off,False,False,True,False,0.92
2025-01-26 10:48,Sunday,1,Winter,5.2,False,0.0,Away,DogWalk,21,Off,True,False,False,False,0.94
2025-01-26 16:25,Sunday,1,Winter,3.8,False,0.0,Away,GroceryShopping,21,Off,False,True,False,False,0.98
2025-01-26 17:50,Sunday,1,Winter,5.3,False,0.0,Away,DogWalk,21,Off,True,False,False,False,0.93
2025-01-27 07:07,Monday,0,Winter,1.6,True,0.3,Home,WakeUp,22,Off,False,False,False,False,0.9
2025-01-27 08:25,Monday,0,Winter,7.9,True,0.3,Away,LeaveHome,22,Off,False,False,False,False,0.96
2025-01-27 16:29,Monday,0,Winter,3.6,True,0.3,Home,ReturnHome,22,Off,False,False,False,False,0.98
2025-01-28 06:54,Tuesday,0,Winter,0.0,False,0.0,Home,WakeUp,22,Off,False,False,False,False,0.97
2025-01-28 08:16,Tuesday,0,Winter,6.2,False,0.0,Away,LeaveHome,22,Off,False,False,False,False,0.92
2025-01-28 17:26,Tuesday,0,Winter,3.7,False,0.0,Home,ReturnHome,22,Off,False,False,False,False,0.95
2025-01-29 07:13,Wednesday,0,Winter,7.9,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.95
2025-01-29 08:38,Wednesday,0,Winter,4.9,False,0.0,Away,LeaveHome,21,Off,False,False,False,False,0.96
2025-01-29 17:24,Wednesday,0,Winter,3.4,False,0.0,Home,ReturnHome,21,Off,False,False,False,False,0.98
2025-01-30 07:08,Thursday,0,Winter,2.1,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.92
2025-01-30 08:50,Thursday,0,Winter,2.2,False,0.0,Away,LeaveHome,21,Off,False,False,False,False,0.97
2025-01-30 17:22,Thursday,0,Winter,5.0,False,0.0,Home,ReturnHome,21,Off,False,False,False,False,0.92
2025-01-31 07:14,Friday,0,Winter,0.6,True,0.6,Home,WakeUp,23,Off,False,False,False,False,0.91
2025-01-31 08:34,Friday,0,Winter,5.6,True,0.6,Away,LeaveHome,23,Off,False,False,False,False,0.96
2025-01-31 16:28,Friday,0,Winter,3.3,True,0.6,Home,ReturnHome,23,Off,False,False,False,False,0.93
2025-01-31 20:46,Friday,0,Winter,1.7,True,0.6,Home,TVOn,23,On,False,False,False,True,0.94
2025-01-31 23:17,Friday,0,Winter,7.6,True,0.6,Home,TVOff,23,Off,False,False,False,True,0.9
2025-02-01 10:26,Saturday,1,Winter,4.3,False,0.0,Away,DogWalk,22,Off,True,False,False,False,0.97
2025-02-01 11:52,Saturday,1,Winter,2.4,False,0.0,Home,WakeUp,22,Off,False,False,False,False,0.94
2025-02-01 17:54,Saturday,1,Winter,3.9,False,0.0,Away,DogWalk,22,Off,True,False,False,False,0.92
2025-02-02 07:23,Sunday,1,Winter,3.7,True,0.9,Home,WakeUp,22,Off,False,False,False,False,0.91
2025-02-02 07:50,Sunday,1,Winter,7.3,True,0.9,Away,DanceClass,22,Off,False,False,True,False,0.95
2025-02-02 10:15,Sunday,1,Winter,5.1,True,0.9,Away,DogWalk,22,Off,True,False,False,False,0.91
2025-02-02 16:53,Sunday,1,Winter,3.0,True,0.9,Away,GroceryShopping,22,Off,False,True,False,False,0.92
2025-02-02 18:04,Sunday,1,Winter,2.2,True,0.9,Away,DogWalk,22,Off,True,False,False,False,0.99
2025-02-03 06:58,Monday,0,Winter,2.8,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.96
2025-02-03 08:12,Monday,0,Winter,6.0,False,0.0,Away,LeaveHome,21,Off,False,False,False,False,0.99
2025-02-03 16:45,Monday,0,Winter,6.7,False,0.0,Home,ReturnHome,21,Off,False,False,False,False,0.96
2025-02-04 06:56,Tuesday,0,Winter,2.0,False,0.0,Home,WakeUp,23,Off,False,False,False,False,0.93
2025-02-04 08:48,Tuesday,0,Winter,4.9,False,0.0,Away,LeaveHome,23,Off,False,False,False,False,0.97
2025-02-04 16:34,Tuesday,0,Winter,6.2,False,0.0,Home,ReturnHome,23,Off,False,False,False,False,0.91
2025-02-05 07:04,Wednesday,0,Winter,3.2,False,0.0,Home,WakeUp,22,Off,False,False,False,False,0.96
2025-02-05 08:14,Wednesday,0,Winter,4.7,False,0.0,Away,LeaveHome,22,Off,False,False,False,False,0.97
2025-02-05 16:51,Wednesday,0,Winter,0.8,False,0.0,Home,ReturnHome,22,Off,False,False,False,False,0.97
2025-02-06 06:42,Thursday,0,Winter,2.8,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.94
2025-02-06 08:33,Thursday,0,Winter,0.6,False,0.0,Away,LeaveHome,21,Off,False,False,False,False,0.96
2025-02-06 16:21,Thursday,0,Winter,6.8,False,0.0,Home,ReturnHome,21,Off,False,False,False,False,0.97
2025-02-07 06:49,Friday,0,Winter,3.5,False,0.0,Home,WakeUp,23,Off,False,False,False,False,0.97
2025-02-07 08:27,Friday,0,Winter,4.9,False,0.0,Away,LeaveHome,23,Off,False,False,False,False,0.98
2025-02-07 17:21,Friday,0,Winter,3.7,False,0.0,Home,ReturnHome,23,Off,False,False,False,False,0.97
2025-02-07 20:55,Friday,0,Winter,6.8,False,0.0,Home,TVOn,23,On,False,False,False,True,0.97
2025-02-07 22:45,Friday,0,Winter,2.2,False,0.0,Home,TVOff,23,Off,False,False,False,True,0.94
2025-02-08 10:38,Saturday,1,Winter,5.6,True,0.6,Away,DogWalk,22,Off,True,False,False,False,0.92
2025-02-08 11:10,Saturday,1,Winter,1.7,True,0.6,Home,WakeUp,22,Off,False,False,False,False,0.97
2025-02-09 07:23,Sunday,1,Winter,5.5,True,0.6,Home,WakeUp,21,Off,False,False,False,False,0.96
2025-02-09 07:50,Sunday,1,Winter,0.7,True,0.6,Away,DanceClass,21,Off,False,False,True,False,0.92
2025-02-09 10:29,Sunday,1,Winter,5.3,True,0.6,Away,DogWalk,21,Off,True,False,False,False,0.93
2025-02-09 18:09,Sunday,1,Winter,2.2,True,0.6,Away,DogWalk,21,Off,True,False,False,False,0.92
2025-02-09 18:14,Sunday,1,Winter,8.0,True,0.6,Away,GroceryShopping,21,Off,False,True,False,False,0.95
2025-02-10 06:58,Monday,0,Winter,5.9,True,0.9,Home,WakeUp,22,Off,False,False,False,False,0.92
2025-02-10 08:47,Monday,0,Winter,7.8,True,0.9,Away,LeaveHome,22,Off,False,False,False,False,0.95
2025-02-10 16:56,Monday,0,Winter,7.8,True,0.9,Home,ReturnHome,22,Off,False,False,False,False,0.97
2025-02-11 06:49,Tuesday,0,Winter,7.8,True,0.3,Home,WakeUp,23,Off,False,False,False,False,0.95
2025-02-11 08:18,Tuesday,0,Winter,5.1,True,0.3,Away,LeaveHome,23,Off,False,False,False,False,0.97
2025-02-11 16:33,Tuesday,0,Winter,7.0,True,0.3,Home,ReturnHome,23,Off,False,False,False,False,0.95
2025-02-12 07:10,Wednesday,0,Winter,0.9,True,0.3,Home,WakeUp,22,Off,False,False,False,False,0.91
2025-02-12 08:41,Wednesday,0,Winter,0.6,True,0.3,Away,LeaveHome,22,Off,False,False,False,False,0.96
2025-02-12 16:26,Wednesday,0,Winter,1.2,True,0.3,Home,ReturnHome,22,Off,False,False,False,False,0.97
2025-02-13 07:15,Thursday,0,Winter,6.1,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.95
2025-02-13 08:49,Thursday,0,Winter,1.8,False,0.0,Away,LeaveHome,21,Off,False,False,False,False,0.95
2025-02-13 17:17,Thursday,0,Winter,7.3,False,0.0,Home,ReturnHome,21,Off,False,False,False,False,0.93
2025-02-14 07:19,Friday,0,Winter,7.7,True,0.9,Home,WakeUp,22,Off,False,False,False,False,0.91
2025-02-14 08:23,Friday,0,Winter,5.0,True,0.9,Away,LeaveHome,22,Off,False,False,False,False,0.92
2025-02-14 16:30,Friday,0,Winter,1.3,True,0.9,Home,ReturnHome,22,Off,False,False,False,False,0.92
2025-02-14 20:45,Friday,0,Winter,3.3,True,0.9,Home,TVOn,22,On,False,False,False,True,0.96
2025-02-14 23:10,Friday,0,Winter,2.3,True,0.9,Home,TVOff,22,Off,False,False,False,True,0.92
2025-02-15 10:27,Saturday,1,Winter,0.9,True,0.3,Away,DogWalk,22,Off,True,False,False,False,0.92
2025-02-15 11:17,Saturday,1,Winter,5.0,True,0.3,Home,WakeUp,22,Off,False,False,False,False,0.96
2025-02-15 17:57,Saturday,1,Winter,6.6,True,0.3,Away,DogWalk,22,Off,True,False,False,False,0.91
2025-02-16 07:29,Sunday,1,Winter,1.0,False,0.0,Home,WakeUp,23,Off,False,False,False,False,0.96
2025-02-16 07:58,Sunday,1,Winter,4.0,False,0.0,Away,DanceClass,23,Off,False,False,True,False,0.94
2025-02-16 18:00,Sunday,1,Winter,4.8,False,0.0,Away,DogWalk,23,Off,True,False,False,False,0.9
2025-02-17 07:06,Monday,0,Winter,6.1,False,0.0,Home,WakeUp,22,Off,False,False,False,False,0.92
2025-02-17 08:43,Monday,0,Winter,5.2,False,0.0,Away,LeaveHome,22,Off,False,False,False,False,0.98
2025-02-17 16:43,Monday,0,Winter,8.0,False,0.0,Home,ReturnHome,22,Off,False,False,False,False,0.94
2025-02-18 07:02,Tuesday,0,Winter,0.8,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.91
2025-02-18 08:36,Tuesday,0,Winter,5.5,False,0.0,Away,LeaveHome,21,Off,False,False,False,False,0.93
2025-02-18 17:11,Tuesday,0,Winter,6.5,False,0.0,Home,ReturnHome,21,Off,False,False,False,False,0.95
2025-02-19 07:12,Wednesday,0,Winter,6.6,True,0.3,Home,WakeUp,22,Off,False,False,False,False,0.9
2025-02-19 08:44,Wednesday,0,Winter,3.7,True,0.3,Away,LeaveHome,22,Off,False,False,False,False,0.9
2025-02-19 17:26,Wednesday,0,Winter,2.9,True,0.3,Home,ReturnHome,22,Off,False,False,False,False,0.97
2025-02-20 06:58,Thursday,0,Winter,3.5,True,0.9,Home,WakeUp,21,Off,False,False,False,False,0.96
2025-02-20 08:17,Thursday,0,Winter,0.2,True,0.9,Away,LeaveHome,21,Off,False,False,False,False,0.96
2025-02-20 16:50,Thursday,0,Winter,5.7,True,0.9,Home,ReturnHome,21,Off,False,False,False,False,0.93
2025-02-21 06:47,Friday,0,Winter,5.2,True,0.3,Home,WakeUp,23,Off,False,False,False,False,0.91
2025-02-21 08:28,Friday,0,Winter,4.1,True,0.3,Away,LeaveHome,23,Off,False,False,False,False,0.92
2025-02-21 17:21,Friday,0,Winter,7.8,True,0.3,Home,ReturnHome,23,Off,False,False,False,False,0.92
2025-02-21 20:57,Friday,0,Winter,1.5,True,0.3,Home,TVOn,23,On,False,False,False,True,0.95
2025-02-21 22:48,Friday,0,Winter,6.9,True,0.3,Home,TVOff,23,Off,False,False,False,True,0.92
2025-02-22 10:31,Saturday,1,Winter,6.9,True,0.9,Away,DogWalk,22,Off,True,False,False,False,0.94
2025-02-22 11:33,Saturday,1,Winter,5.8,True,0.9,Home,WakeUp,22,Off,False,False,False,False,0.98
2025-02-22 18:01,Saturday,1,Winter,4.4,True,0.9,Away,DogWalk,22,Off,True,False,False,False,0.95
2025-02-23 07:13,Sunday,1,Winter,6.8,False,0.0,Home,WakeUp,22,Off,False,False,False,False,0.94
2025-02-23 08:05,Sunday,1,Winter,5.6,False,0.0,Away,DanceClass,22,Off,False,False,True,False,0.97
2025-02-23 10:19,Sunday,1,Winter,4.0,False,0.0,Away,DogWalk,22,Off,True,False,False,False,0.9
2025-02-23 18:02,Sunday,1,Winter,7.0,False,0.0,Away,GroceryShopping,22,Off,False,True,False,False,0.98
2025-02-23 18:13,Sunday,1,Winter,7.3,False,0.0,Away,DogWalk,22,Off,True,False,False,False,0.9
2025-02-24 07:24,Monday,0,Winter,5.2,True,0.6,Home,WakeUp,22,Off,False,False,False,False,0.98
2025-02-24 08:44,Monday,0,Winter,3.0,True,0.6,Away,LeaveHome,22,Off,False,False,False,False,0.93
2025-02-24 17:22,Monday,0,Winter,7.0,True,0.6,Home,ReturnHome,22,Off,False,False,False,False,0.9
2025-02-25 07:07,Tuesday,0,Winter,7.8,False,0.0,Home,WakeUp,23,Off,False,False,False,False,0.97
2025-02-25 08:16,Tuesday,0,Winter,3.5,False,0.0,Away,LeaveHome,23,Off,False,False,False,False,0.96
2025-02-25 16:23,Tuesday,0,Winter,0.4,False,0.0,Home,ReturnHome,23,Off,False,False,False,False,0.97
2025-02-26 07:13,Wednesday,0,Winter,3.3,False,0.0,Home,WakeUp,23,Off,False,False,False,False,0.96
2025-02-26 08:21,Wednesday,0,Winter,1.4,False,0.0,Away,LeaveHome,23,Off,False,False,False,False,0.91
2025-02-26 17:08,Wednesday,0,Winter,5.0,False,0.0,Home,ReturnHome,23,Off,False,False,False,False,0.92
2025-02-27 07:09,Thursday,0,Winter,2.0,True,0.9,Home,WakeUp,21,Off,False,False,False,False,0.9
2025-02-27 08:39,Thursday,0,Winter,7.2,True,0.9,Away,LeaveHome,21,Off,False,False,False,False,0.96
2025-02-27 16:40,Thursday,0,Winter,0.6,True,0.9,Home,ReturnHome,21,Off,False,False,False,False,0.99
2025-02-28 06:56,Friday,0,Winter,3.7,False,0.0,Home,WakeUp,22,Off,False,False,False,False,0.93
2025-02-28 08:34,Friday,0,Winter,6.8,False,0.0,Away,LeaveHome,22,Off,False,False,False,False,0.91
2025-02-28 17:08,Friday,0,Winter,4.6,False,0.0,Home,ReturnHome,22,Off,False,False,False,False,0.95
2025-02-28 20:54,Friday,0,Winter,0.2,False,0.0,Home,TVOn,22,On,False,False,False,True,0.97
2025-02-28 23:05,Friday,0,Winter,2.2,False,0.0,Home,TVOff,22,Off,False,False,False,True,0.95
2025-03-01 10:14,Saturday,1,Spring,12.9,False,0.0,Away,DogWalk,21,Off,True,False,False,False,0.93
2025-03-01 11:42,Saturday,1,Spring,12.0,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.98
2025-03-01 18:19,Saturday,1,Spring,10.0,False,0.0,Away,DogWalk,21,Off,True,False,False,False,0.97
2025-03-02 07:11,Sunday,1,Spring,13.0,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.9
2025-03-02 07:51,Sunday,1,Spring,12.6,False,0.0,Away,DanceClass,21,Off,False,False,True,False,0.97
2025-03-02 18:03,Sunday,1,Spring,12.2,False,0.0,Away,DogWalk,21,Off,True,False,False,False,0.98
2025-03-02 18:13,Sunday,1,Spring,9.4,False,0.0,Away,GroceryShopping,21,Off,False,True,False,False,0.91
2025-03-03 07:03,Monday,0,Spring,11.7,True,0.6,Home,WakeUp,21,Off,False,False,False,False,0.91
2025-03-03 08:24,Monday,0,Spring,14.9,True,0.6,Away,LeaveHome,21,Off,False,False,False,False,0.97
2025-03-03 17:10,Monday,0,Spring,15.7,True,0.6,Home,ReturnHome,21,Off,False,False,False,False,0.97
2025-03-04 06:56,Tuesday,0,Spring,12.3,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.94
2025-03-04 08:26,Tuesday,0,Spring,12.7,False,0.0,Away,LeaveHome,21,Off,False,False,False,False,0.97
2025-03-04 17:07,Tuesday,0,Spring,8.9,False,0.0,Home,ReturnHome,21,Off,False,False,False,False,0.92
2025-03-05 07:00,Wednesday,0,Spring,15.3,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.92
2025-03-05 08:14,Wednesday,0,Spring,13.1,False,0.0,Away,LeaveHome,21,Off,False,False,False,False,0.94
2025-03-05 16:58,Wednesday,0,Spring,13.2,False,0.0,Home,ReturnHome,21,Off,False,False,False,False,0.91
2025-03-06 06:46,Thursday,0,Spring,9.9,True,0.6,Home,WakeUp,21,Off,False,False,False,False,0.95
2025-03-06 08:34,Thursday,0,Spring,11.6,True,0.6,Away,LeaveHome,21,Off,False,False,False,False,0.96
2025-03-06 17:29,Thursday,0,Spring,11.4,True,0.6,Home,ReturnHome,21,Off,False,False,False,False,0.97
2025-03-07 07:11,Friday,0,Spring,12.9,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.98
2025-03-07 08:27,Friday,0,Spring,8.3,False,0.0,Away,LeaveHome,21,Off,False,False,False,False,0.93
2025-03-07 17:16,Friday,0,Spring,11.6,False,0.0,Home,ReturnHome,21,Off,False,False,False,False,0.92
2025-03-07 21:06,Friday,0,Spring,10.9,False,0.0,Home,TVOn,21,On,False,False,False,True,0.98
2025-03-07 23:02,Friday,0,Spring,8.5,False,0.0,Home,TVOff,21,Off,False,False,False,True,0.92
2025-03-08 10:03,Saturday,1,Spring,14.3,False,0.0,Away,DogWalk,21,Off,True,False,False,False,0.92
2025-03-08 11:17,Saturday,1,Spring,9.7,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.96
2025-03-08 18:16,Saturday,1,Spring,9.6,False,0.0,Away,DogWalk,21,Off,True,False,False,False,0.97
2025-03-09 07:17,Sunday,1,Spring,14.3,False,0.0,Home,WakeUp,21,Off,False,False,False,False,0.95
2025-03-09 07:54,Sunday,1,Spring,15.9,False,0.0,Away,DanceClass,21,Off,False,False,True,False,0.95
2025-03-09 10:17,Sunday,1,Spring,13.3,False,0.0,Away,DogWalk,21,Off,True,False,False,False,0.9
